web_name,first_name,second_name,team,position,total_points,points_per_game,price,price_level,goals_scored,assists,ict_index,selected_by_percent,minutes,bonus,clean_sheets,clean_sheets_per_90,creativity,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,goals_conceded,goals_conceded_per_90,influence,own_goals,penalties_missed,penalties_order,penalties_saved,red_cards,saves,saves_per_90,selected_rank,starts,starts_per_90,threat,value_form,value_season,yellow_cards,goal_involvements
Koulibaly,Kalidou,Koulibaly,CHE,Defender,74.0,3.2,5.5,High,2.0,1.0,74.5,5.4,1798.0,8.0,6.0,0.3,104.1,0.43,0.02,1.31,0.06,0.88,22.43,1.12,0.04,22.0,1.1,497.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,20.0,1.0,141.0,0.0,13.5,5.0,3.0
Vale,Harvey,Vale,CHE,Midfielder,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zakaria,Denis,Zakaria,CHE,Midfielder,13.0,1.9,4.9,Budget,0.0,0.0,9.2,0.0,409.0,0.0,2.0,0.44,22.6,0.05,0.01,0.24,0.05,0.19,6.69,1.47,0.04,5.0,1.1,44.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,5.0,1.1,24.0,0.0,2.7,0.0,0.0
Aubameyang,Pierre-Emerick,Aubameyang,CHE,Forward,25.0,1.7,8.4,Premium,1.0,0.0,28.5,0.7,546.0,3.0,1.0,0.16,59.4,0.18,0.03,1.71,0.28,1.53,8.66,1.43,0.25,8.0,1.32,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,5.0,0.82,177.0,0.0,3.0,1.0,1.0
Bettinelli,Marcus,Bettinelli,CHE,Goalkeeper,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hutchinson,Omari,Hutchinson,CHE,Midfielder,1.0,1.0,4.2,Budget,0.0,0.0,0.7,0.0,22.0,0.0,0.0,0.0,1.8,0.02,0.08,0.02,0.08,0.0,0.63,2.58,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691.0,0.0,0.0,4.0,0.0,0.2,0.0,0.0
Hall,Lewis,Hall,CHE,Midfielder,19.0,2.1,4.3,Budget,0.0,0.0,40.7,0.0,653.0,3.0,1.0,0.14,174.3,1.46,0.2,2.29,0.31,0.83,13.29,1.83,0.11,11.0,1.52,113.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556.0,8.0,1.1,119.0,0.4,4.4,1.0,0.0
Humphreys,Bashir,Humphreys,CHE,Defender,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.D.Fofana,David Datro,Fofana,CHE,Forward,3.0,1.0,5.0,Budget,0.0,0.0,8.0,0.1,68.0,0.0,0.0,0.0,34.6,0.04,0.05,0.61,0.8,0.57,1.72,2.28,0.75,1.0,1.32,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,1.0,1.32,30.0,0.0,0.6,0.0,0.0
Badiashile,Benoît,Badiashile,CHE,Defender,40.0,3.6,5.0,Mid,1.0,0.0,35.1,0.4,904.0,2.0,4.0,0.4,49.1,0.2,0.02,1.46,0.15,1.26,12.31,1.23,0.13,9.0,0.9,219.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,10.0,1.0,81.0,0.3,8.0,2.0,1.0
João Félix,João,Félix Sequeira,CHE,Forward,44.0,2.8,7.1,High,4.0,0.0,61.9,1.7,936.0,7.0,2.0,0.19,135.2,0.99,0.1,5.6,0.54,4.62,14.18,1.36,0.44,16.0,1.54,203.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,149.0,11.0,1.06,287.0,0.3,6.2,1.0,4.0
Mudryk,Mykhailo,Mudryk,CHE,Midfielder,25.0,1.7,6.4,Mid,0.0,2.0,38.2,0.8,650.0,0.0,0.0,0.0,146.4,1.26,0.17,3.08,0.42,1.82,10.88,1.51,0.25,10.0,1.38,100.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,7.0,0.97,140.0,0.1,3.9,1.0,2.0
Andrey Santos,Andrey,Nascimento dos Santos,CHE,Midfielder,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madueke,Noni,Madueke,CHE,Midfielder,26.0,2.2,5.4,Budget,1.0,0.0,44.6,0.1,639.0,2.0,0.0,0.0,131.9,0.72,0.1,1.62,0.23,0.9,13.11,1.85,0.13,13.0,1.83,130.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.0,7.0,0.99,182.0,0.6,4.8,0.0,1.0
Enzo,Enzo,Fernández,CHE,Midfielder,42.0,2.3,5.0,Budget,0.0,2.0,67.1,0.8,1547.0,1.0,3.0,0.17,307.3,2.64,0.15,3.42,0.2,0.78,24.91,1.45,0.05,25.0,1.45,298.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,18.0,1.05,64.0,0.3,8.4,3.0,2.0
Wady,Ethan,Wady,CHE,Goalkeeper,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gilchrist,Alfie,Gilchrist,CHE,Defender,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sambi,Albert,Sambi Lokonga,CRY,Midfielder,23.0,1.5,4.3,Budget,0.0,0.0,17.6,0.2,728.0,0.0,2.0,0.25,57.2,0.18,0.02,0.35,0.04,0.17,8.12,1.0,0.02,8.0,0.99,98.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.0,8.0,0.99,20.0,0.0,5.3,2.0,0.0
Guaita,Vicente,Guaita,CRY,Goalkeeper,99.0,3.7,4.4,Mid,0.0,0.0,66.8,1.4,2430.0,10.0,6.0,0.22,0.0,0.01,0.0,0.01,0.0,0.0,38.2,1.41,0.0,34.0,1.26,668.4,0.0,0.0,0.0,0.0,0.0,85.0,3.15,163.0,27.0,1.0,0.0,0.0,22.5,1.0,0.0
Tomkins,James,Tomkins,CRY,Defender,8.0,1.3,3.9,Budget,1.0,0.0,14.6,0.8,335.0,1.0,0.0,0.0,1.1,0.0,0.0,0.81,0.22,0.81,9.99,2.68,0.22,10.0,2.69,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,210.0,3.0,0.81,54.0,0.0,2.1,1.0,1.0
McArthur,James,McArthur,CRY,Midfielder,4.0,1.0,4.8,Budget,0.0,0.0,0.9,0.0,50.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.41,0.74,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,696.0,0.0,0.0,0.0,0.1,0.8,0.0,0.0
Benteke,Christian,Benteke,CRY,Forward,0.0,0.0,5.5,Budget,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ward,Joel,Ward,CRY,Defender,78.0,2.8,4.4,Budget,1.0,0.0,71.6,0.4,2253.0,5.0,8.0,0.32,164.3,0.83,0.03,1.95,0.07,1.12,32.15,1.28,0.04,35.0,1.4,436.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,24.0,0.96,114.0,0.8,17.7,6.0,1.0
Clyne,Nathaniel,Clyne,CRY,Defender,44.0,2.0,4.5,Budget,0.0,0.0,33.6,0.1,1638.0,0.0,3.0,0.16,124.9,0.6,0.03,0.6,0.03,0.0,26.26,1.44,0.0,23.0,1.26,203.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0,19.0,1.04,8.0,0.0,9.8,3.0,0.0
Milivojevic,Luka,Milivojevic,CRY,Midfielder,23.0,1.3,4.2,Budget,0.0,0.0,12.7,0.3,500.0,0.0,2.0,0.36,43.6,0.2,0.04,0.54,0.1,0.34,7.8,1.4,0.06,7.0,1.26,69.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,327.0,5.0,0.9,17.0,0.0,5.5,2.0,0.0
J.Ayew,Jordan,Ayew,CRY,Midfielder,104.0,2.7,5.2,Budget,4.0,3.0,138.7,0.4,2708.0,4.0,8.0,0.27,465.5,2.52,0.08,5.65,0.18,3.13,41.13,1.37,0.1,41.0,1.36,490.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,31.0,1.03,429.0,0.7,20.0,5.0,7.0
Zaha,Wilfried,Zaha,CRY,Midfielder,95.0,3.5,7.2,High,7.0,2.0,169.4,6.7,2289.0,6.0,5.0,0.2,384.8,2.95,0.12,9.27,0.37,6.32,33.24,1.31,0.25,34.0,1.34,465.4,0.0,2.0,1.0,0.0,0.0,0.0,0.0,57.0,27.0,1.06,848.0,0.2,13.2,5.0,9.0
Schlupp,Jeffrey,Schlupp,CRY,Midfielder,89.0,2.6,4.7,Budget,3.0,2.0,97.9,0.1,2528.0,2.0,9.0,0.32,257.6,1.11,0.04,4.08,0.15,2.97,37.03,1.32,0.11,38.0,1.35,404.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,30.0,1.07,314.0,0.4,18.9,7.0,5.0
Hughes,Will,Hughes,CRY,Midfielder,41.0,1.5,4.8,Budget,1.0,1.0,31.0,0.0,822.0,3.0,1.0,0.11,102.1,0.63,0.07,0.97,0.11,0.34,13.05,1.43,0.04,11.0,1.2,153.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0,7.0,0.77,57.0,0.7,8.5,4.0,2.0
Riedewald,Jairo,Riedewald,CRY,Midfielder,6.0,1.0,4.2,Budget,0.0,0.0,1.5,0.0,60.0,0.0,0.0,0.0,2.6,0.01,0.02,0.05,0.08,0.04,0.93,1.4,0.06,0.0,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,0.0,0.0,4.0,0.1,1.4,0.0,0.0
Andersen,Joachim,Andersen,CRY,Defender,80.0,2.5,4.5,Budget,1.0,0.0,106.4,1.6,2782.0,1.0,8.0,0.26,146.3,1.04,0.03,2.91,0.09,1.87,36.23,1.17,0.06,37.0,1.2,641.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,32.0,1.04,273.0,0.5,17.8,8.0,1.0
Edouard,Odsonne,Edouard,CRY,Forward,82.0,2.3,5.0,Budget,5.0,2.0,111.5,2.0,1788.0,5.0,5.0,0.25,227.7,0.8,0.04,4.94,0.25,4.14,24.19,1.22,0.21,25.0,1.26,351.6,0.0,0.0,3.0,0.0,0.0,0.0,0.0,134.0,20.0,1.01,544.0,0.5,16.4,3.0,7.0
Guéhi,Marc,Guéhi,CRY,Defender,95.0,2.6,4.5,Budget,1.0,0.0,103.9,2.5,3330.0,2.0,9.0,0.24,142.7,0.82,0.02,2.28,0.06,1.46,46.47,1.26,0.04,46.0,1.24,688.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,37.0,1.0,205.0,0.5,21.1,8.0,1.0
Mateta,Jean-Philippe,Mateta,CRY,Forward,41.0,1.4,5.1,Budget,2.0,0.0,41.0,0.3,748.0,3.0,3.0,0.36,67.1,0.16,0.02,3.6,0.43,3.44,13.49,1.62,0.41,10.0,1.2,115.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,6.0,0.72,240.0,0.1,8.0,3.0,2.0
Eze,Eberechi,Eze,CRY,Midfielder,159.0,4.2,5.7,Mid,10.0,5.0,208.9,12.8,2631.0,21.0,9.0,0.31,800.4,2.92,0.1,10.17,0.35,7.25,32.64,1.12,0.25,35.0,1.2,692.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,30.0,1.03,597.0,1.2,27.9,3.0,15.0
Mitchell,Tyrick,Mitchell,CRY,Defender,93.0,2.6,4.4,Budget,0.0,2.0,84.3,1.0,2889.0,7.0,8.0,0.25,234.0,1.25,0.04,1.87,0.06,0.62,42.9,1.34,0.02,40.0,1.25,470.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,192.0,34.0,1.06,135.0,0.6,21.1,5.0,2.0
Olise,Michael,Olise,CRY,Midfielder,132.0,3.6,5.3,Budget,2.0,11.0,208.8,1.8,2743.0,15.0,8.0,0.26,1014.6,6.42,0.21,9.29,0.3,2.87,37.03,1.21,0.09,38.0,1.25,606.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,31.0,1.02,462.0,0.8,24.9,2.0,13.0
Rak-Sakyi,Jesurun,Rak-Sakyi,CRY,Midfielder,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ebiowei,Malcolm,Ebiowei,CRY,Midfielder,3.0,1.0,4.2,Budget,0.0,0.0,0.9,0.2,31.0,0.0,0.0,0.0,0.9,0.01,0.03,0.01,0.03,0.0,0.18,0.52,0.0,1.0,2.9,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.0,0.0,0.0,4.0,0.0,0.7,0.0,0.0
Ferguson,Nathan,Ferguson,CRY,Defender,0.0,0.0,3.9,Budget,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnstone,Sam,Johnstone,CRY,Goalkeeper,36.0,4.0,4.4,Mid,0.0,0.0,15.6,1.1,810.0,5.0,3.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,8.81,0.98,0.0,10.0,1.11,155.0,0.0,0.0,0.0,0.0,0.0,26.0,2.89,183.0,9.0,1.0,0.0,0.6,8.2,1.0,0.0
Matthews,Remi,Matthews,CRY,Goalkeeper,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plange,Luke,Plange,CRY,Forward,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.Doucouré,Cheick,Doucouré,CRY,Midfielder,74.0,2.2,5.0,Budget,0.0,3.0,97.6,0.1,2770.0,3.0,7.0,0.23,345.8,1.22,0.04,2.67,0.09,1.45,40.18,1.31,0.05,41.0,1.33,471.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,439.0,34.0,1.1,157.0,0.4,14.8,8.0,3.0
Richards,Chris,Richards,CRY,Defender,13.0,1.4,4.4,Budget,0.0,0.0,13.2,0.1,443.0,0.0,1.0,0.2,15.3,0.05,0.01,0.76,0.15,0.71,11.19,2.27,0.14,11.0,2.23,92.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.0,4.0,0.81,26.0,0.0,3.0,0.0,0.0
Whitworth,Joseph,Whitworth,CRY,Goalkeeper,3.0,1.5,4.0,Budget,0.0,0.0,4.2,0.1,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,1.04,0.0,5.0,2.5,41.8,0.0,0.0,0.0,0.0,0.0,5.0,2.5,419.0,2.0,1.0,0.0,0.0,0.8,0.0,0.0
Rodney,Kaden,Rodney,CRY,Midfielder,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phillips,Killian,Phillips,CRY,Midfielder,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gordon,John-Kymani,Gordon,CRY,Forward,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Balmer,Kofi,Balmer,CRY,Defender,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goodman,Owen,Goodman,CRY,Goalkeeper,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wells-Morrison,Jack,Wells-Morrison,CRY,Midfielder,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ozoh,David,Ozoh,CRY,Midfielder,1.0,1.0,4.5,Budget,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
Ahamada,Naouirou,Ahamada,CRY,Midfielder,7.0,0.9,4.5,Budget,0.0,0.0,3.0,0.0,87.0,0.0,0.0,0.0,13.2,0.02,0.02,0.17,0.18,0.15,1.83,1.89,0.16,2.0,2.07,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708.0,0.0,0.0,14.0,0.0,1.6,1.0,0.0
Adaramola,Tayo,Adaramola,CRY,Defender,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maupay,Neal,Maupay,EVE,Forward,41.0,1.5,5.6,Mid,1.0,0.0,62.2,0.5,1104.0,3.0,3.0,0.24,109.9,0.24,0.02,5.15,0.42,4.91,22.04,1.8,0.4,19.0,1.55,85.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,11.0,0.9,429.0,0.1,7.3,4.0,1.0
Begović,Asmir,Begović,EVE,Goalkeeper,9.0,9.0,3.8,Budget,0.0,0.0,3.6,0.8,90.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,1.04,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,215.0,1.0,1.0,0.0,0.0,2.4,0.0,0.0
Rondón,Salomón,Rondón,EVE,Forward,7.0,1.0,4.9,Budget,0.0,0.0,7.3,0.3,103.0,0.0,0.0,0.0,26.1,0.14,0.12,0.93,0.81,0.79,2.8,2.45,0.69,2.0,1.75,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,1.0,0.87,41.0,0.0,1.4,0.0,0.0
Coleman,Seamus,Coleman,EVE,Defender,63.0,2.7,4.1,Budget,1.0,0.0,50.4,0.3,1654.0,5.0,5.0,0.27,108.7,0.92,0.05,1.22,0.07,0.3,33.5,1.82,0.02,25.0,1.36,297.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.0,20.0,1.09,95.0,0.0,15.4,1.0,1.0
Townsend,Andros,Townsend,EVE,Midfielder,0.0,0.0,5.4,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keane,Michael,Keane,EVE,Defender,39.0,3.2,4.2,Budget,1.0,2.0,41.7,0.5,983.0,5.0,2.0,0.18,42.6,0.83,0.08,2.12,0.2,1.29,23.98,2.2,0.12,22.0,2.01,242.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0,10.0,0.92,131.0,0.4,9.3,0.0,3.0
Dele,Dele,Alli,EVE,Midfielder,2.0,1.0,5.3,Budget,0.0,0.0,0.9,0.1,38.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,1.68,3.98,0.0,1.0,2.37,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.0,0.0,0.0,6.0,0.0,0.4,0.0,0.0
Pickford,Jordan,Pickford,EVE,Goalkeeper,124.0,3.4,4.4,Mid,0.0,1.0,101.3,6.2,3330.0,10.0,8.0,0.22,23.0,0.35,0.01,0.35,0.01,0.0,66.41,1.79,0.0,57.0,1.54,991.2,0.0,0.0,0.0,1.0,0.0,124.0,3.35,64.0,37.0,1.0,0.0,1.0,28.2,6.0,1.0
Allan,Allan,Marques Loureiro,EVE,Midfielder,0.0,0.0,4.8,Budget,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
André Gomes,André,Tavares Gomes,EVE,Midfielder,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A.Doucouré,Abdoulaye,Doucouré,EVE,Midfielder,76.0,3.0,5.3,Budget,5.0,2.0,80.3,0.2,1527.0,10.0,4.0,0.24,261.2,1.52,0.09,4.13,0.24,2.61,32.1,1.89,0.15,27.0,1.59,315.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,349.0,17.0,1.0,229.0,1.1,14.3,6.0,7.0
Iwobi,Alex,Iwobi,EVE,Midfielder,126.0,3.3,4.9,Budget,2.0,8.0,196.7,1.1,3379.0,9.0,9.0,0.24,917.7,4.31,0.11,6.87,0.18,2.56,66.42,1.77,0.07,56.0,1.49,682.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,38.0,1.01,366.0,0.9,25.7,2.0,10.0
Gbamin,Jean-Philippe,Gbamin,EVE,Midfielder,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mina,Yerry,Mina,EVE,Defender,33.0,4.7,4.3,Budget,2.0,0.0,33.0,0.4,594.0,7.0,1.0,0.15,17.7,0.15,0.02,1.67,0.25,1.52,10.3,1.56,0.23,9.0,1.36,176.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,7.0,1.06,134.0,0.9,7.7,2.0,2.0
Gray,Demarai,Gray,EVE,Midfielder,91.0,2.8,5.1,Budget,4.0,1.0,168.5,0.6,2501.0,4.0,7.0,0.25,605.2,3.82,0.14,9.99,0.36,6.17,46.59,1.68,0.22,39.0,1.4,410.4,0.0,0.0,3.0,0.0,0.0,0.0,0.0,255.0,27.0,0.97,670.0,0.2,17.8,3.0,5.0
Davies,Tom,Davies,EVE,Midfielder,19.0,1.0,4.9,Budget,0.0,0.0,19.3,0.0,524.0,0.0,1.0,0.17,46.2,0.25,0.04,1.55,0.26,1.3,12.04,2.07,0.22,9.0,1.55,50.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.0,4.0,0.69,98.0,0.0,3.9,3.0,0.0
Calvert-Lewin,Dominic,Calvert-Lewin,EVE,Forward,40.0,2.4,7.9,High,2.0,1.0,66.4,0.3,1166.0,2.0,4.0,0.31,122.4,0.72,0.06,6.62,0.52,5.9,23.13,1.79,0.46,22.0,1.7,138.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,333.0,15.0,1.16,409.0,0.3,5.1,3.0,3.0
Holgate,Mason,Holgate,EVE,Defender,16.0,2.0,4.2,Budget,0.0,0.0,21.5,0.1,506.0,2.0,2.0,0.36,71.9,0.17,0.03,1.17,0.21,1.0,9.49,1.69,0.18,9.0,1.6,90.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,474.0,5.0,0.89,55.0,0.0,3.8,1.0,0.0
Godfrey,Ben,Godfrey,EVE,Defender,18.0,1.4,4.3,Budget,0.0,1.0,23.6,0.1,801.0,0.0,1.0,0.11,42.3,0.08,0.01,1.32,0.15,1.24,18.17,2.04,0.14,18.0,2.02,146.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.0,10.0,1.12,46.0,0.0,4.2,2.0,1.0
Mykolenko,Vitalii,Mykolenko,EVE,Defender,75.0,2.2,4.1,Budget,0.0,1.0,93.4,0.6,2653.0,4.0,7.0,0.24,307.0,0.91,0.03,1.45,0.05,0.54,53.67,1.82,0.02,46.0,1.56,504.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,30.0,1.02,120.0,0.1,18.3,4.0,1.0
